Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,is_train
FDG52,13.65,Low Fat,0.06573288299999999,Frozen Foods,45.7402,OUT049,1999,Medium,Tier 1,Supermarket Type1,780.9834,1
DRF36,16.1,Low Fat,0.023625114,Soft Drinks,189.3846,OUT045,2002,Small,Tier 2,Supermarket Type1,3630.6074,1
FDS45,5.175,Regular,0.051643608,Snack Foods,107.3622,OUT019,1985,Small,Tier 1,Grocery Store,317.5866,1
FDX40,12.85,Low Fat,0.165694219,Frozen Foods,39.7164,OUT010,1998,Small,Tier 3,Grocery Store,231.6984,1
DRK12,9.5,Low Fat,0.041878397000000005,Soft Drinks,32.99,OUT035,2004,Small,Tier 2,Supermarket Type1,133.16,1
DRC27,13.8,Low Fat,0.058091482,Dairy,245.1802,OUT035,2004,Small,Tier 2,Supermarket Type1,5650.6446,1
FDL58,5.78,Regular,0.056328717,Snack Foods,263.7568,OUT017,2007,Small,Tier 2,Supermarket Type1,2636.5679999999998,1
NCD30,19.7,Low Fat,0.026903714,Household,96.0726,OUT045,2002,Small,Tier 2,Supermarket Type1,1272.3438,1
NCZ54,14.65,Low Fat,0.0446384245,Household,161.5552,OUT010,1998,Small,Tier 3,Grocery Store,324.9104,1
FDE10,6.67,Regular,0.150554711,Snack Foods,130.0626,OUT010,1998,Small,Tier 3,Grocery Store,131.1626,1
FDR44,6.11,Regular,0.05507343,Fruits and Vegetables,131.2968,OUT010,1998,Small,Tier 3,Grocery Store,260.9936,1
FDP28,13.65,Regular,0.13497562800000001,Frozen Foods,260.0936,OUT010,1998,Small,Tier 3,Grocery Store,260.9936,1
FDX15,17.2,Low Fat,0.15616879,Meat,160.6578,OUT013,1987,High,Tier 3,Supermarket Type1,3690.5294,1
FDA39,6.32,Low Fat,0.0427579805,Meat,40.2822,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.1838,1
FDY24,4.88,Regular,0.133700752,Baking Goods,52.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1995.4026,1
FDC60,5.425,Regular,0.115119905,Baking Goods,88.3514,OUT017,2007,Small,Tier 2,Supermarket Type1,1416.8224,1
FDH28,15.85,Regular,0.11003099699999999,Frozen Foods,37.2506,OUT046,1997,Small,Tier 1,Supermarket Type1,265.6542,1
FDT25,7.5,Low Fat,0.051038045,Canned,121.7072,OUT017,2007,Small,Tier 2,Supermarket Type1,3552.7088,1
DRJ13,12.65,Low Fat,0.062837968,Soft Drinks,161.5578,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867,1
NCO07,9.06,Low Fat,0.017116983,Others,211.956,OUT019,1985,Small,Tier 1,Grocery Store,213.05599999999998,1
FDW20,20.75,Low Fat,0.024129332000000003,Fruits and Vegetables,124.17299999999999,OUT013,1987,High,Tier 3,Supermarket Type1,2956.152,1
DRF27,8.93,Low Fat,0.049754975,Dairy,152.134,OUT019,1985,Small,Tier 1,Grocery Store,153.134,1
FDS49,9.0,Low Fat,0.05036144299999999,Canned,79.7644,OUT035,2004,Small,Tier 2,Supermarket Type1,1649.8524,1
FDX25,16.7,Low Fat,0.101561568,Canned,181.9292,OUT027,1985,Medium,Tier 3,Supermarket Type3,3101.2964,1
NCX42,6.36,Low Fat,0.0059496440000000005,Household,165.6526,OUT027,1985,Medium,Tier 3,Supermarket Type3,4769.1254,1
FDG33,5.365,Regular,0.13956116,Seafood,170.4764,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.528,1
FDL56,14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,OUT045,2002,Small,Tier 2,Supermarket Type1,1133.8574,1
FDF14,7.55,Low Fat,0.027164679,Canned,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,2603.278,1
NCD06,13.0,Low Fat,0.099325278,Household,45.406000000000006,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878,1
DRM47,9.3,Low Fat,0.04357366,Hard Drinks,192.8846,OUT027,1985,Medium,Tier 3,Supermarket Type3,2293.0152,1
FDS46,17.6,Regular,0.082741482,Snack Foods,118.7782,OUT019,1985,Small,Tier 1,Grocery Store,119.1782,1
FDB35,12.3,Regular,0.064565202,Starchy Foods,92.9804,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,1
FDX21,7.05,Low Fat,0.08455456900000001,Snack Foods,109.8912,OUT027,1985,Medium,Tier 3,Supermarket Type3,2074.6328,1
NCU05,11.8,Low Fat,0.058451805,Health and Hygiene,79.9618,OUT027,1985,Medium,Tier 3,Supermarket Type3,241.6854,1
NCR38,17.25,Low Fat,0.113748685,Household,251.3724,OUT045,2002,Small,Tier 2,Supermarket Type1,6795.1548,1
NCR18,15.85,Low Fat,0.020603511,Household,42.7112,OUT017,2007,Small,Tier 2,Supermarket Type1,639.168,1
NCU41,18.85,Low Fat,0.052044976,Health and Hygiene,192.1846,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.4382,1
FDY56,16.35,Regular,0.06276442900000001,Fruits and Vegetables,227.6062,OUT017,2007,Small,Tier 2,Supermarket Type1,7222.5984,1
DRJ51,14.1,Low Fat,0.08797726199999999,Dairy,229.0668,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.1352,1
FDK21,7.905,Low Fat,0.010010425,Snack Foods,249.0408,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112,1
FDY25,12.0,Low Fat,0.033946163,Canned,179.3976,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544,1
FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312,1
FDL43,10.1,Low Fat,0.027106459,Meat,75.367,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.969,1
FDF05,17.5,Low Fat,0.027022882999999998,Frozen Foods,262.491,OUT017,2007,Small,Tier 2,Supermarket Type1,5259.82,1
DRF15,18.35,Low Fat,0.058153409,Dairy,152.034,OUT019,1985,Small,Tier 1,Grocery Store,306.268,1
FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.0176,1
FDV32,7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.012,1
FDJ34,11.8,Regular,0.09357779,Snack Foods,125.9704,OUT013,1987,High,Tier 3,Supermarket Type1,1877.556,1
FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,OUT045,2002,Small,Tier 2,Supermarket Type1,3779.0808,1
FDQ04,6.4,Low Fat,0.148392623,Frozen Foods,41.5796,OUT019,1985,Small,Tier 1,Grocery Store,41.2796,1
FDW13,8.5,Low Fat,0.098438394,Canned,51.1324,OUT017,2007,Small,Tier 2,Supermarket Type1,259.66200000000003,1
NCI17,8.645,Low Fat,0.143303291,Health and Hygiene,96.34100000000001,OUT013,1987,High,Tier 3,Supermarket Type1,193.082,1
FDY03,17.6,Regular,0.076276208,Meat,110.9202,OUT045,2002,Small,Tier 2,Supermarket Type1,1687.8029999999999,1
FDS12,9.1,Low Fat,0.175103435,Baking Goods,127.5362,OUT017,2007,Small,Tier 2,Supermarket Type1,4655.9394,1
FDJ55,12.8,Regular,0.023511371,Meat,225.9404,OUT013,1987,High,Tier 3,Supermarket Type1,4950.8888,1
DRK01,7.63,Low Fat,0.06105276,Soft Drinks,95.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.154,1
FDG28,9.285,Regular,0.049559042000000005,Frozen Foods,246.4144,OUT017,2007,Small,Tier 2,Supermarket Type1,1225.072,1
FDY38,13.6,Regular,0.119418124,Dairy,231.03,OUT045,2002,Small,Tier 2,Supermarket Type1,5359.69,1
FDN01,8.895,Low Fat,0.072545601,Breakfast,176.237,OUT045,2002,Small,Tier 2,Supermarket Type1,1764.37,1
NCR54,16.35,Low Fat,0.090486828,Household,195.21099999999998,OUT013,1987,High,Tier 3,Supermarket Type1,2553.343,1
FDG29,17.6,Low Fat,0.056245075,Frozen Foods,43.3454,OUT013,1987,High,Tier 3,Supermarket Type1,1006.6896,1
FDG24,7.975,Low Fat,0.014618973,Baking Goods,85.225,OUT013,1987,High,Tier 3,Supermarket Type1,1081.925,1
FDG59,15.85,Low Fat,0.04347912599999999,Starchy Foods,36.7164,OUT017,2007,Small,Tier 2,Supermarket Type1,308.9312,1
FDM28,15.7,Low Fat,0.045166237000000005,Frozen Foods,178.666,OUT013,1987,High,Tier 3,Supermarket Type1,2516.724,1
FDW04,8.985,Regular,0.057827101,Frozen Foods,128.83100000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.141,1
FDS26,20.35,Low Fat,0.089394766,Dairy,260.1594,OUT013,1987,High,Tier 3,Supermarket Type1,2093.2752,1
FDQ56,6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,1
FDK51,19.85,Low Fat,0.005234153,Dairy,264.0884,OUT035,2004,Small,Tier 2,Supermarket Type1,5829.7448,1
FDL22,16.85,Low Fat,0.036390174,Snack Foods,91.4488,OUT046,1997,Small,Tier 1,Supermarket Type1,2082.6224,1
FDH19,19.35,Low Fat,0.03292824,Meat,173.1738,OUT027,1985,Medium,Tier 3,Supermarket Type3,7298.4996,1
FDY55,16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,OUT013,1987,High,Tier 3,Supermarket Type1,7452.9652,1
FDY03,17.6,Regular,0.076552407,Meat,110.5202,OUT017,2007,Small,Tier 2,Supermarket Type1,450.0808,1
FDK21,7.905,Low Fat,0.016758568999999997,Snack Foods,250.4408,OUT010,1998,Small,Tier 3,Grocery Store,500.6816,1
FDZ10,17.85,Low Fat,0.044248175,Snack Foods,126.20200000000001,OUT027,1985,Medium,Tier 3,Supermarket Type3,3668.558,1
FDZ32,7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.3748,1
NCZ18,7.825,Low Fat,0.0446384245,Household,253.0698,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.0752,1
NCF07,9.0,Low Fat,0.031867464,Household,101.0016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2125.2336,1
DRE49,20.75,Low Fat,0.021370201000000002,Soft Drinks,153.0024,OUT017,2007,Small,Tier 2,Supermarket Type1,2277.036,1
FDJ08,11.1,Low Fat,0.05507343,Fruits and Vegetables,190.3846,OUT019,1985,Small,Tier 1,Grocery Store,573.2538,1
FDT39,6.26,Regular,0.009866049,Meat,151.1366,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.049,1
FDE08,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,OUT010,1998,Small,Tier 3,Grocery Store,296.9468,1
NCD06,13.0,Low Fat,0.099729888,Household,46.306000000000004,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.2719999999999,1
FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.43,1
NCT54,8.695,Low Fat,0.11972145099999999,Household,95.5094,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237.7222,1
DRF49,7.27,Low Fat,0.071222087,Soft Drinks,113.5518,OUT045,2002,Small,Tier 2,Supermarket Type1,569.259,1
FDM25,10.695,Regular,0.060371962,Breakfast,174.0712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.9664,1
FDF20,12.85,Low Fat,0.033287541000000004,Fruits and Vegetables,198.4768,OUT045,2002,Small,Tier 2,Supermarket Type1,1379.5376,1
FDH27,7.075,Low Fat,0.05858462,Dairy,142.7128,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664,1
FDV60,20.2,Regular,0.11679292,Baking Goods,196.21099999999998,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.508000000001,1
FDY59,8.195,Low Fat,0.031452265,Baking Goods,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.462,1
FDK36,7.09,Low Fat,0.00721395,Baking Goods,47.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,583.2408,1
NCM31,6.095,Low Fat,0.081196619,Others,141.4154,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.154,1
FDE33,19.35,Regular,0.049916364000000005,Fruits and Vegetables,80.2644,OUT017,2007,Small,Tier 2,Supermarket Type1,942.7728,1
FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.3384,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.9216,1
FDV13,17.35,Regular,0.02747716,Canned,87.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,3251.7672,1
FDV20,20.2,Regular,0.10470453699999999,Fruits and Vegetables,125.2678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356,1
NCQ54,17.7,Low Fat,0.012540003000000001,Household,167.0474,OUT035,2004,Small,Tier 2,Supermarket Type1,5895.659000000001,1
FDO23,17.85,Low Fat,0.147023834,Breads,93.7436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134.5232,1
DRE60,9.395,Low Fat,0.15965759599999998,Soft Drinks,224.972,OUT045,2002,Small,Tier 2,Supermarket Type1,7696.648,1
DRP47,15.75,Low Fat,0.141398626,Hard Drinks,250.5382,OUT017,2007,Small,Tier 2,Supermarket Type1,2775.7202,1
FDB21,7.475,Low Fat,0.148821808,Fruits and Vegetables,241.2854,OUT045,2002,Small,Tier 2,Supermarket Type1,5317.0788,1
FDR04,7.075,Low Fat,0.0568679555,Frozen Foods,98.0068,OUT018,2009,Medium,Tier 3,Supermarket Type2,874.8612,1
FDX23,6.445,Low Fat,0.029691762000000003,Baking Goods,92.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.9796,1
FDX19,19.1,Low Fat,0.09671552300000001,Fruits and Vegetables,235.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.0454,1
FDD40,20.25,Regular,0.014790558999999998,Dairy,193.6162,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324,1
FDA01,15.0,Regular,0.054378253,Canned,59.1904,OUT046,1997,Small,Tier 1,Supermarket Type1,527.3136,1
FDS33,6.67,Regular,0.123428594,Snack Foods,89.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,2390.8878,1
FDM50,13.0,Regular,0.029943462999999997,Canned,60.222,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816,1
FDB29,16.7,Regular,0.052368060999999994,Frozen Foods,112.7176,OUT013,1987,High,Tier 3,Supermarket Type1,801.6232,1
FDF46,7.07,Low Fat,0.09386114400000001,Snack Foods,115.5834,OUT045,2002,Small,Tier 2,Supermarket Type1,1267.0174,1
FDA33,6.48,Low Fat,0.033968647000000005,Snack Foods,148.0076,OUT045,2002,Small,Tier 2,Supermarket Type1,886.8456,1
FDC08,19.0,Regular,0.173154079,Fruits and Vegetables,228.27200000000002,OUT010,1998,Small,Tier 3,Grocery Store,452.744,1
FDB53,13.35,Low Fat,0.139735226,Frozen Foods,147.5392,OUT045,2002,Small,Tier 2,Supermarket Type1,3877.6192,1
FDY31,5.98,Low Fat,0.043351895999999994,Fruits and Vegetables,146.6418,OUT027,1985,Medium,Tier 3,Supermarket Type3,4414.254,1
DRQ35,9.3,Low Fat,0.042086652,Hard Drinks,122.4388,OUT027,1985,Medium,Tier 3,Supermarket Type3,5448.9072,1
FDX36,9.695,Regular,0.12848269,Baking Goods,223.9404,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950.8888,1
DRD13,15.0,Low Fat,0.049357077,Soft Drinks,62.6168,OUT017,2007,Small,Tier 2,Supermarket Type1,958.752,1
FDC52,11.15,Regular,0.008326735,Dairy,149.9708,OUT017,2007,Small,Tier 2,Supermarket Type1,1956.1204,1
FDB45,20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2306,OUT049,1999,Medium,Tier 1,Supermarket Type1,2404.2038,1
NCK19,9.8,Low Fat,0.151420934,Others,194.3478,OUT010,1998,Small,Tier 3,Grocery Store,387.4956,1
FDV51,16.35,Low Fat,0.032511818,Meat,165.0842,OUT013,1987,High,Tier 3,Supermarket Type1,994.7052,1
FDZ35,9.6,Regular,0.022323658,Breads,101.29899999999999,OUT045,2002,Small,Tier 2,Supermarket Type1,1754.3829999999998,1
NCW17,18.0,Low Fat,0.019292355,Health and Hygiene,129.9994,OUT027,1985,Medium,Tier 3,Supermarket Type3,3340.9844,1
FDV59,13.35,Low Fat,0.048124442999999996,Breads,216.7166,OUT045,2002,Small,Tier 2,Supermarket Type1,3918.8988,1
DRH39,20.7,Low Fat,0.09261307,Dairy,76.367,OUT013,1987,High,Tier 3,Supermarket Type1,306.268,1
FDN60,15.1,Low Fat,0.094697274,Baking Goods,158.4604,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.4308,1
FDU55,16.2,Low Fat,0.035984103999999996,Fruits and Vegetables,260.6278,OUT045,2002,Small,Tier 2,Supermarket Type1,4425.5726,1
FDN58,13.8,Regular,0.056596985,Snack Foods,230.9984,OUT027,1985,Medium,Tier 3,Supermarket Type3,9267.936,1
FDC41,15.6,Low Fat,0.0568679555,Frozen Foods,76.867,OUT019,1985,Small,Tier 1,Grocery Store,229.701,1
FDO01,21.1,Regular,0.020618324,Breakfast,129.3994,OUT027,1985,Medium,Tier 3,Supermarket Type3,2055.9904,1
NCO43,5.5,Low Fat,0.04709821,Others,101.3016,OUT046,1997,Small,Tier 1,Supermarket Type1,3339.6528,1
FDQ07,15.1,Regular,0.087584126,Fruits and Vegetables,221.7456,OUT045,2002,Small,Tier 2,Supermarket Type1,6410.3224,1
FDF28,15.7,Regular,0.038078899,Frozen Foods,122.9046,OUT017,2007,Small,Tier 2,Supermarket Type1,1992.0736,1
FDM01,7.895,Regular,0.095102092,Breakfast,104.4332,OUT017,2007,Small,Tier 2,Supermarket Type1,2870.9296,1
FDY49,17.2,Regular,0.011953901999999999,Canned,164.5184,OUT027,1985,Medium,Tier 3,Supermarket Type3,2807.0128,1
FDR24,17.35,Regular,0.062799379,Baking Goods,88.18299999999999,OUT013,1987,High,Tier 3,Supermarket Type1,539.298,1
NCY18,7.285,Low Fat,0.031125708999999998,Household,174.3054,OUT013,1987,High,Tier 3,Supermarket Type1,4377.635,1
NCY30,20.25,Low Fat,0.026005891,Household,180.9976,OUT045,2002,Small,Tier 2,Supermarket Type1,2716.4640000000004,1
FDJ22,18.75,Low Fat,0.09246392,Snack Foods,190.9504,OUT019,1985,Small,Tier 1,Grocery Store,383.5008,1
DRI37,15.85,Low Fat,0.107765165,Soft Drinks,59.5904,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848,1
FDL27,6.17,Low Fat,0.010647476999999999,Meat,66.3826,OUT049,1999,Medium,Tier 1,Supermarket Type1,1937.4779999999998,1
NCO30,19.5,Low Fat,0.015749341,Household,182.2608,OUT049,1999,Medium,Tier 1,Supermarket Type1,3307.6944,1
NCB07,19.2,Low Fat,0.077628053,Household,197.611,OUT049,1999,Medium,Tier 1,Supermarket Type1,3142.5759999999996,1
FDX25,16.7,Low Fat,0.05036144299999999,Canned,181.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,2554.0088,1
FDP59,20.85,Regular,0.056695731,Breads,104.0648,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664,1
FDR59,14.5,Regular,0.063993068,Breads,260.4594,OUT045,2002,Small,Tier 2,Supermarket Type1,5494.8474,1
FDT27,11.395,Regular,0.06952926200000001,Meat,233.1616,OUT013,1987,High,Tier 3,Supermarket Type1,6093.4016,1
DRI01,7.97,Low Fat,0.034452949,Soft Drinks,174.0422,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633,1
FDU09,7.71,Regular,0.06670068,Snack Foods,55.2956,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255.6988,1
FDH26,19.25,Regular,0.034699737,Canned,141.7496,OUT046,1997,Small,Tier 1,Supermarket Type1,4093.3384,1
FDH27,7.075,Low Fat,0.058346939,Dairy,142.2128,OUT046,1997,Small,Tier 1,Supermarket Type1,3163.8816,1
FDN39,19.35,Regular,0.065203103,Meat,166.0816,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.448,1
FDH40,11.6,Regular,0.07892957099999999,Frozen Foods,79.9276,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.1864,1
FDJ56,8.985,Low Fat,0.18251488100000002,Fruits and Vegetables,98.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,2696.49,1
DRN47,12.1,Low Fat,0.016895293000000002,Hard Drinks,178.56599999999997,OUT018,2009,Medium,Tier 3,Supermarket Type2,898.83,1
NCO17,10.0,Low Fat,0.073379745,Health and Hygiene,118.244,OUT046,1997,Small,Tier 1,Supermarket Type1,2756.4120000000003,1
FDX60,14.35,Low Fat,0.08075758,Baking Goods,81.896,OUT045,2002,Small,Tier 2,Supermarket Type1,878.8560000000001,1
FDT22,10.395,Low Fat,0.11227149800000001,Snack Foods,58.222,OUT049,1999,Medium,Tier 1,Supermarket Type1,659.1419999999999,1
FDX26,17.7,Low Fat,0.153741385,Dairy,182.6292,OUT019,1985,Small,Tier 1,Grocery Store,182.4292,1
FDG45,8.1,Low Fat,0.127929521,Fruits and Vegetables,211.4902,OUT013,1987,High,Tier 3,Supermarket Type1,3610.6334,1
FDD44,8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,OUT035,2004,Small,Tier 2,Supermarket Type1,5153.292,1
FDS15,9.195,Regular,0.078502143,Meat,108.7596,OUT017,2007,Small,Tier 2,Supermarket Type1,2588.6304,1
FDL51,20.7,Regular,0.047684831,Dairy,212.5876,OUT018,2009,Medium,Tier 3,Supermarket Type2,1286.3256,1
FDL32,15.7,Regular,0.12315965599999999,Fruits and Vegetables,110.1544,OUT017,2007,Small,Tier 2,Supermarket Type1,1230.3984,1
FDZ07,15.1,Regular,0.05507343,Fruits and Vegetables,60.2194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733.7432,1
NCW53,18.35,Low Fat,0.053392944000000005,Health and Hygiene,193.8162,OUT019,1985,Small,Tier 1,Grocery Store,384.8324,1
NCA54,16.5,Low Fat,0.036715907,Household,180.0318,OUT045,2002,Small,Tier 2,Supermarket Type1,3969.4996,1
FDX09,9.0,Low Fat,0.065236932,Snack Foods,176.437,OUT035,2004,Small,Tier 2,Supermarket Type1,7763.228,1
FDO51,6.785,Regular,0.041947547,Meat,41.2112,OUT013,1987,High,Tier 3,Supermarket Type1,809.6128,1
FDW49,19.5,Low Fat,0.08288849599999999,Canned,178.6002,OUT018,2009,Medium,Tier 3,Supermarket Type2,1253.7014,1
FDB27,7.575,Low Fat,0.055390120999999994,Dairy,195.2768,OUT046,1997,Small,Tier 1,Supermarket Type1,5715.2272,1
FDF45,18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,OUT013,1987,High,Tier 3,Supermarket Type1,1464.76,1
FDV02,16.75,Low Fat,0.060495243,Dairy,169.8106,OUT013,1987,High,Tier 3,Supermarket Type1,3251.1014,1
FDY28,7.47,Regular,0.0568679555,Frozen Foods,214.3218,OUT035,2004,Small,Tier 2,Supermarket Type1,4274.436,1
FDX31,20.35,Regular,0.014753811,Fruits and Vegetables,231.7958,OUT027,1985,Medium,Tier 3,Supermarket Type3,5375.0034,1
FDR43,18.2,Low Fat,0.160707489,Fruits and Vegetables,38.019,OUT027,1985,Medium,Tier 3,Supermarket Type3,1318.2839999999999,1
FDP51,13.85,Regular,0.085622362,Meat,119.4124,OUT018,2009,Medium,Tier 3,Supermarket Type2,2251.7356,1
FDL52,6.635,Regular,0.046350909,Frozen Foods,37.4506,OUT017,2007,Small,Tier 2,Supermarket Type1,1176.4686,1
FDR44,6.11,Regular,0.102920886,Fruits and Vegetables,130.4968,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.4136,1
FDB34,15.25,Low Fat,0.026604781,Snack Foods,86.2198,OUT035,2004,Small,Tier 2,Supermarket Type1,610.5386,1
FDC50,15.85,Low Fat,0.05036144299999999,Canned,96.4094,OUT035,2004,Small,Tier 2,Supermarket Type1,1237.7222,1
FDT57,15.2,Low Fat,0.031860325,Snack Foods,235.1248,OUT010,1998,Small,Tier 3,Grocery Store,474.0496,1
FDP22,14.65,Regular,0.056328717,Snack Foods,52.6666,OUT027,1985,Medium,Tier 3,Supermarket Type3,717.7324,1
DRE49,20.75,Low Fat,0.021250002,Soft Drinks,150.5024,OUT046,1997,Small,Tier 1,Supermarket Type1,2580.6408,1
FDM40,10.195,Low Fat,0.159936948,Frozen Foods,143.2154,OUT046,1997,Small,Tier 1,Supermarket Type1,2552.6772,1
FDY32,7.605,Low Fat,0.12950314599999999,Fruits and Vegetables,164.021,OUT045,2002,Small,Tier 2,Supermarket Type1,3914.9040000000005,1
FDW07,18.0,Regular,0.142688846,Fruits and Vegetables,88.5514,OUT046,1997,Small,Tier 1,Supermarket Type1,796.9626,1
FDU02,13.35,Low Fat,0.179484411,Dairy,228.9352,OUT019,1985,Small,Tier 1,Grocery Store,916.1408,1
NCF18,18.35,Low Fat,0.08916305599999999,Household,191.3504,OUT045,2002,Small,Tier 2,Supermarket Type1,3259.7568,1
FDQ56,6.59,Low Fat,0.105761491,Fruits and Vegetables,84.8908,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.816,1
FDN58,13.8,Regular,0.056960814000000005,Snack Foods,230.0984,OUT049,1999,Medium,Tier 1,Supermarket Type1,3707.1744,1
FDG35,21.2,Regular,0.00704098,Starchy Foods,173.5738,OUT046,1997,Small,Tier 1,Supermarket Type1,2954.1546,1
FDY34,10.5,Regular,0.011026593999999999,Snack Foods,166.4842,OUT018,2009,Medium,Tier 3,Supermarket Type2,2652.5472,1
NCE19,8.97,Low Fat,0.093203257,Household,52.7956,OUT045,2002,Small,Tier 2,Supermarket Type1,1037.3164,1
NCK31,10.895,Low Fat,0.026916793999999997,Others,50.9666,OUT027,1985,Medium,Tier 3,Supermarket Type3,717.7324,1
NCJ29,10.6,Low Fat,0.035264298,Health and Hygiene,86.1224,OUT045,2002,Small,Tier 2,Supermarket Type1,426.11199999999997,1
FDT59,13.65,Low Fat,0.015908423999999997,Breads,231.1668,OUT035,2004,Small,Tier 2,Supermarket Type1,6911.004,1
NCX41,19.0,Low Fat,0.017719277,Health and Hygiene,211.0244,OUT046,1997,Small,Tier 1,Supermarket Type1,3811.0392,1
FDU45,15.6,Regular,0.035334201,Snack Foods,115.3518,OUT027,1985,Medium,Tier 3,Supermarket Type3,2277.036,1
FDW24,6.8,Low Fat,0.065652494,Baking Goods,48.9034,OUT019,1985,Small,Tier 1,Grocery Store,48.6034,1
FDF22,6.865,Low Fat,0.056919038,Snack Foods,212.8218,OUT049,1999,Medium,Tier 1,Supermarket Type1,5770.4886,1
FDM60,10.8,Regular,0.048143292000000004,Baking Goods,40.2138,OUT046,1997,Small,Tier 1,Supermarket Type1,690.4346,1
FDR02,16.7,Low Fat,0.022047313,Dairy,110.2886,OUT013,1987,High,Tier 3,Supermarket Type1,1890.2062,1
